Object ID,Label,Probability,Object X,Object Y,,,,,,Object Z,Vx,Vy,Vz,Covariance_00,Covariance_01,Covariance_02,Covariance_03,Covariance_04,Covariance_05,Self Position X,Self Position Y,Self Position Z,,,
7af29626468ebb9ba224a7ecfa792e6f,1,1,4064.85050104301,57974.8003678519,11.3549450797518,4054.04956054688,57971.296875,10.8009404961299,3.50349285190168,283.066741943359,0.120435099596503,0,0,1.15879238107571,-0.261934515842349,0,0,0,0,4072.4214634354,57993.1732269809,283.599594682687,,4083.22240393153,57996.6767198328
7af29626468ebb9ba224a7ecfa792e6f,1,1,4064.83898613137,57974.8038936924,11.3450819544059,4054.04956054688,57971.296875,10.7894255844899,3.50701869239856,283.066741943359,0.120435099596503,0,0,1.46167503728726,-0.323535046894623,0,0,0,0,4072.4214634354,57993.1732269809,283.599594682687,,4083.21088901989,57996.6802456733
7af29626468ebb9ba224a7ecfa792e6f,1,1,4064.64433438171,57974.8180713683,11.164589400222,4054.04956054688,57971.296875,10.59477383483,3.52119636830321,283.060974121094,0.247974755017698,0,0,1.16681698510691,-0.256350325325501,0,0,0,0,4072.4214634354,57993.1732269809,283.599594682687,,4083.01623727023,57996.6944233492
7af29626468ebb9ba224a7ecfa792e6f,1,1,4064.62053468992,57974.8250328107,11.1442088938804,4054.04956054688,57971.296875,10.5709741430401,3.5281578107024,283.060974121094,0.247974755017698,0,0,1.4719876135295,-0.316055005144401,0,0,0,0,4072.4214634354,57993.1732269809,283.599594682687,,4082.99243757844,57996.7013847916
7af29626468ebb9ba224a7ecfa792e6f,1,1,4064.49045384837,57974.8394514111,11.0255204213481,4054.04956054688,57971.296875,10.4408933014902,3.54257641109871,283.057159423828,0.319433040417029,0,0,1.33296838963461,-0.273021246762014,0,0,0,0,4076.6036634354,57996.8620269809,283.572539319533,,4087.04455673689,58000.404603392
7af29626468ebb9ba224a7ecfa792e6f,1,1,4064.45969983223,57974.8481070887,10.9991931198646,4054.04956054688,57971.296875,10.4101392853499,3.55123208869918,283.057159423828,0.319433040417029,0,0,1.66189212471494,-0.331749267136339,0,0,0,0,4076.6036634354,57996.8620269809,283.572539319533,,4087.01380272075,58000.4132590696
7af29626468ebb9ba224a7ecfa792e6f,1,1,4064.40189075852,57974.92938554,10.9711382105184,4054.04956054688,57971.296875,10.35233021164,3.63251054000284,283.057525634766,0.352716120681711,0,0,1.25585784463289,-0.261950152518064,0,0,0,0,4076.6036634354,57996.8620269809,283.572539319533,,4086.95599364704,58000.4945375209
7af29626468ebb9ba224a7ecfa792e6f,1,1,4064.36785264547,57974.9386440879,10.9421037246686,4054.04956054688,57971.296875,10.3182920985901,3.6417690879025,283.057525634766,0.352716120681711,0,0,1.58522632075156,-0.323946132039169,0,0,0,0,4078.0190634354,57998.0094269809,283.56080094766,,4088.33735553399,58001.6511960688
7af29626468ebb9ba224a7ecfa792e6f,1,1,4064.32736257011,57974.9623107664,10.9118574856067,4054.04956054688,57971.296875,10.2778020232299,3.66543576640106,283.065765380859,0.360183753284784,0,0,1.42413415931042,-0.280118545712253,0,0,0,0,4078.0190634354,57998.0094269809,283.56080094766,,4088.29686545863,58001.6748627473
7af29626468ebb9ba224a7ecfa792e6f,1,1,4064.29253724799,57974.9715058334,10.8821635468751,4054.04956054688,57971.296875,10.2429767011099,3.6746308333968,283.065765380859,0.360183753284784,0,0,1.77981816503239,-0.342188184374111,0,0,0,0,4079.4902634354,57999.1547269809,283.549551344589,,4089.73324013651,58002.8293578143
7af29626468ebb9ba224a7ecfa792e6f,1,1,4064.25780663165,57974.9860495361,10.8544137052671,4054.04956054688,57971.296875,10.2082460847701,3.68917453609902,283.065948486328,0.361295816014783,0,0,1.49526539818017,-0.29278394014247,0,0,0,0,4079.4902634354,57999.1547269809,283.549551344589,,4089.69850952017,58002.843901517
7af29626468ebb9ba224a7ecfa792e6f,1,1,4064.22281535807,57974.9950487148,10.8245832380938,4054.04956054688,57971.296875,10.17325481119,3.69817371480167,283.065948486328,0.361295816014783,0,0,1.86106079658046,-0.35600568155888,0,0,0,0,4079.4902634354,57999.1547269809,283.549551344589,,4089.66351824659,58002.8529006957
7af29626468ebb9ba224a7ecfa792e6f,1,1,4064.18570249891,57974.9918134447,10.7886024943883,4054.04956054688,57971.296875,10.1361419520299,3.6949384446998,283.070953369141,0.360454719453335,0,0,1.35042485640837,-0.270208791898247,0,0,0,0,4080.9887634354,58000.2774269809,283.541200080133,,4091.12490538743,58003.9723654256
7af29626468ebb9ba224a7ecfa792e6f,1,1,4064.15071701464,57975.0004988515,10.7587263010037,4054.04956054688,57971.296875,10.1011564677601,3.70362385149929,283.070953369141,0.360454719453335,0,0,1.70292968063913,-0.333014921058711,0,0,0,0,4080.9887634354,58000.2774269809,283.541200080133,,4091.08991990316,58003.9810508324
7af29626468ebb9ba224a7ecfa792e6f,1,1,4064.11598893963,57975.0005373017,10.7261407333395,4054.04956054688,57971.296875,10.0664283927499,3.70366230169748,283.073516845703,0.358640765990174,0,0,1.30819650520305,-0.254513024958606,0,0,0,0,4080.9887634354,58000.2774269809,283.541200080133,,4091.05519182815,58003.9810892826
7af29626468ebb9ba224a7ecfa792e6f,1,1,4064.08112049488,57975.0089254367,10.6963317747387,4054.04956054688,57971.296875,10.031559948,3.71205043669761,283.073516845703,0.358640765990174,0,0,1.6532869257972,-0.313652960257199,0,0,0,0,4080.9887634354,58000.2774269809,283.541200080133,,4091.0203233834,58003.9894774176
7af29626468ebb9ba224a7ecfa792e6f,1,1,4064.01362969363,57975.008725702,10.6329915637869,4054.04956054688,57971.296875,9.96406914674981,3.71185070199863,283.071105957031,0.380703623835423,0,0,1.28400420172148,-0.247842770263404,0,0,0,0,4080.9887634354,58000.2774269809,283.541200080133,,4090.95283258215,58003.9892776829
7af29626468ebb9ba224a7ecfa792e6f,1,1,4063.97656691742,57975.0174775875,10.6013366654812,4054.04956054688,57971.296875,9.92700637053986,3.72060258749843,283.071105957031,0.380703623835423,0,0,1.62250450648009,-0.304533547644447,0,0,0,0,4084.1582634354,58002.5085269809,283.531212530799,,4094.08526980594,58006.2291295684
7af29626468ebb9ba224a7ecfa792e6f,1,1,4063.8836071805,57975.0201945824,10.5153022735971,4054.04956054688,57971.296875,9.83404663361989,3.72331958240102,283.068725585938,0.420304019321372,0,0,1.26304380003026,-0.244522949543986,0,0,0,0,4084.1582634354,58002.5085269809,283.531212530799,,4093.99231006902,58006.2318465633
